Nama Aplikasi,Nama Pengguna,Komentar,Rating,Tanggal Ulasan
Netflix,Fakhrur Rizal,Cocok buat ngisi waktu senggang. Film2 nya terupdate. 🤩🤩🤩,5,4/25/2024 8:33
Netflix,elok asmaul husna,Apakah netflix sudah tidak bisa lagi di tonton lewat perangkat TV toshiba?,4,4/25/2024 8:08
Netflix,Norma Manoy,"Apk yang sangat bagus, sangat membantu dan banyak film film menarik.",5,4/25/2024 7:58
Netflix,Firda Atmaka,"Sangat bagus, dapat menonton dimana saja",5,4/25/2024 7:46
Netflix,yessi Fahriyanti,"sangat membantu, kualitas video & audio mantap",5,4/25/2024 7:31
Netflix,Angky Ghani,"Bagus aplikasinya untuk menemani saya pada saat suntuk, cari hiburan film di aplikasi Netflix",5,4/25/2024 7:25
Netflix,Akfi Tsani Putriana,"Sangat cocok untuk kaum² rebahan, nonton sambil rebahan di rumah aja. Film² nya pun seruuu",5,4/25/2024 7:08
Netflix,idam raifa,Film nya keren kalau dari netflix,5,4/25/2024 7:05
Netflix,Sekar Wireni,Dahlah.. aplikasi nonton film yg paling okee .. kualitas bagus bgt,5,4/25/2024 6:48
Netflix,Noni Agustina,Aplikasi yang sangat bagus . Langganan kalau lagi nonton drakor,5,4/25/2024 6:29
Netflix,Tommy Haryono,Seru banget nonton di netflix bayak film terbaru,5,4/25/2024 6:17
Netflix,Ramadhan Siddik Pane,Aplikasi yang bagus,5,4/25/2024 5:35
Netflix,Cep Hernawan,semoga done 10K nya,5,4/25/2024 5:19
Netflix,Arsadika78,Film nya keren-keren,5,4/25/2024 5:18
Netflix,zalika handayani,"aplikasi yang bgus,film²ny lengkap dan keren",5,4/25/2024 5:11
Netflix,Asri Irmayanti,Sangat membantu untuk mengatasi bosen dan refreshing kecil dari penatnya kerja karna film filmnya bagus bagus,5,4/25/2024 4:28
Netflix,Raju Septian,Saya suka sekali saat nonton film di netflix sangat-sangat hd suara nya juga jernih pokoknyaa bagus banget ini aplikasi❤❤,5,4/25/2024 4:23
Netflix,Ryadrezt Ryadrezt,Aplikasi yang sangat bagus,5,4/25/2024 4:17
Netflix,Yando Yohanes,Netflix ada lah apk yang lengkap dan memuaskan untuk menonton film,5,4/25/2024 4:17
Netflix,Athena,"Netflix, Jaya, jaya, jaya!! :b",5,4/25/2024 3:57
Netflix,Raiffan Fadlan,"Aplikasi streaming dan film online terbaik,bisa nonton dimana saja bahkan bisa dipakai untuk beberapa perangkat selain itu langganan nya ramah di dompet",5,4/25/2024 3:55
Netflix,Amalia Purnama,Ok banget nie Netflix bikin mudah lihat video,5,4/25/2024 3:54
Netflix,GALIH EKO PRASETIYA,Aplikasi nya bagus banget,5,4/25/2024 3:51
Netflix,Ahmad Rifai,Bagus sekali film filmnya,5,4/25/2024 3:45
Netflix,Purnama Alam,Aplikasi mantap dan sangat luar biasa untuk saya,5,4/25/2024 3:43
Netflix,Mohamad Nuril Huda,"Rekomended banget buat kalian yg ing8n nonton film ,,, banyak macam film yg bisa dipilih 😇😇",5,4/25/2024 3:42
Netflix,Nur Ahmadi,apknya bagus ga nyesel lah download apk ini makasih min,5,4/25/2024 3:40
Netflix,Ilyas Muzakir,Netflix n chill yang nemenin gabut apalagi hujan gini enaknya netflixin aja,5,4/25/2024 3:35
Netflix,Sebda Pangestu,Sangat bagus sekali apk nya,5,4/25/2024 2:49
Netflix,Isha Risma,"Netflix, tolong series law ordernya ditambah lagi seasonnya. Masa cuma 5 season. Paltform sebelah ribet banget paymentnya, jadi gak bisa nonton deh",4,4/24/2024 17:12
Netflix,Ayu Rohman,Aplikasi berbayar tetapi film yg di inginkan tdk lengkap. Tolong dikembangkan dan diperbaiki lagi netflix.!,2,4/24/2024 16:54
Netflix,Andesta lubay,Aplikasi rusak mau masuk aja ribet banget,1,4/24/2024 15:34
Netflix,Mohamad Agung Riswandi,Aplikasinya bagus buat nonton film,5,4/24/2024 15:00
Netflix,Laras Windiyawati,Aplikasinya bagus ngebantu sekali buat saya pencinta drakor.,5,4/24/2024 14:57
Netflix,Jeri Marvel,Agak kecewa ada beberapa film yang gak ada di netflix,3,4/24/2024 14:53
Netflix,Dika Sanjaya,apk gak mutu . muter muter gak jelasss.. cara log in yg membagongkan.... gak bisa apa bikin cara masuk yg lebih simpel.. harusnya gak dpet bintang ni apk,1,4/24/2024 14:31
Netflix,muhlisan729,"Apk the best pokoknya, tapi bisa nggak kalo ada lagu intro sama end nya itu dikasih subtitle juga😭",1,4/24/2024 14:11
Netflix,Ismawati Fajriani,Film nya bagus bagus,5,4/24/2024 13:48
Netflix,Putu Regista,Kualitas video dan audio nya oke,5,4/24/2024 13:25
Netflix,Yusuf Anak Soleh,Tidak dapat masuk Perangkat anda tidak di dukung apaan ini,2,4/24/2024 13:05
Netflix,Atika Khoirun Nisa,"Aplikasi yang bagus buat nonton film dan Drakor karena lengkap bangett, terimakasih netflix",5,4/24/2024 12:43
Netflix,Dimas Rizki Raditya,berguna banget buat nemenin pas lagi bosen,5,4/24/2024 12:42
Netflix,Amilia Boedman,Pokoknya dari semua platform nonton paling oke filmnya netflix tapi biaya langganan murahin dong min,5,4/24/2024 12:36
Netflix,Fitrah Elba,Film-filmnya bagus di netflix,5,4/24/2024 12:35
Netflix,Mellisa Novita Sari,Filmya bagus semua,5,4/24/2024 12:13
Netflix,Bayu Saputra,Update filmnya lama,2,4/24/2024 12:03
Netflix,Budhy 02,APK ny bagus,5,4/24/2024 11:32
Netflix,Defi Mardianah,Bagus banget aplikasinya,5,4/24/2024 11:04
Netflix,Pointmeal Kitchen,Paling enak sih nonton di netflix langganan nya juga murah,5,4/24/2024 11:03
Netflix,aisyah Nurfaadilah,"waaaww aplikasi ini bener"" bagus bgtt siii ccok buatt kitaa nonton 😍😍😍😍",5,4/24/2024 10:56
Netflix,Mas Toyo,"Sesuai untuk penghobi menonton film,kualitas gambar bagus",5,4/24/2024 10:56
Netflix,Prima Carnindo,Aplikasi ini sangat membantu bagi yang suka nonton Fllm layar lebar,5,4/24/2024 10:55
Netflix,Bagus Andhika Maulana,"Baguss bgtttt, filmnya juga keren2. Ga nyesel pake apk ini..",5,4/24/2024 10:51
Netflix,Ephal Rumbia,Memudahkan buat nonton film² terbaru 👍,5,4/24/2024 10:51
Netflix,MUHAMMAD HIDAYATULLAH,Aplikasi nya sangat membantu banget disaat saya Gabut&BT& disaat posisi diluar rumah bisa nonton film kesukaan di Netflix,5,4/24/2024 10:48
Netflix,Ridwan_ _ official,aplikasi yang sangat memuaskan,5,4/24/2024 10:48
Netflix,Kurnia Rahmawati,Sangat bagus aplikasinyaa,5,4/24/2024 10:46
Netflix,Mahali Ahmad,Bagus saya suka,5,4/24/2024 10:44
Netflix,Riyan Heryanto,Netflix memang paling komplit cinemanya mantap,5,4/24/2024 10:30
Netflix,diinz10,Aplikasi nya sgt bagus,5,4/24/2024 10:26
Netflix,Adhie Sudarsono,Aplikasi mantap dan keren,5,4/24/2024 10:21
Netflix,Yudha Rivandi,Rekomendasi banget apk inii,5,4/24/2024 10:16
Netflix,Top Mediapro,Hati2 kena autopayment. Uangnya kesedot otomatis. Harap cermat menggunakan aplikasi ini.,1,4/24/2024 10:10
Netflix,Heri Yustrada,Aplikasi yang sangat bagus,5,4/24/2024 9:42
Netflix,Natalia Fransiska Ginting,"Makin di update, makin jelek kualitas nya. Setelah di update setelah masuk ke episode berikutnya, teks nya hilang. Supaya muncul kembali terpaksa keluar dari aplikasinya dan masuk lagi. Barulah teks nya muncul. Harap diperbaiki",1,4/24/2024 9:40
Netflix,fatah alit2006,ADMINYA SCAMER TELEGRAM!,1,4/24/2024 8:24
Netflix,By nzl29,Banyak buzzer scam hati-hati,1,4/24/2024 8:19
Netflix,Tri Mulyasari,"Ok ,,mantab aplk bsa nonton byk film",5,4/24/2024 8:12
Netflix,Salsa Bila,kualitas vidio dan audio oke.,5,4/24/2024 8:10
Netflix,Azis nur,Ter Update series serisnya,5,4/24/2024 8:07
Netflix,Anggun Novitasari,Apk bintang lima sih nich,5,4/24/2024 8:06
Netflix,Ryan Fabregas,Kualitas videonya n audiovisual mantap,5,4/24/2024 7:58
Netflix,Irma sani,Aplikasi yang sangat bagus,5,4/24/2024 7:55
Netflix,Aulia Farhad,cocok nemenin pas gabut,5,4/24/2024 7:54
Netflix,kanjut badag,"aplikasi sangat menarik, bagus, dan menghibur",5,4/24/2024 7:53
Netflix,Musadad MMU,Film dan acaranya tak terbatas mudah di akses,5,4/24/2024 7:46
Netflix,Ayu Marlia Hikmah,Boleh bgt ni dipake buat nonton sekeluarga,5,4/24/2024 7:46
Netflix,Wayan Sugiarta,"Aplikasinya sangat bagus, filmnya juga lengkap",5,4/24/2024 7:44
Netflix,elin widaningsih,Sangat bagus sekali,5,4/24/2024 7:27
Netflix,kue kamir shanum,Household bikin ribet !!!!,1,4/24/2024 6:57
Netflix,Eka Tiwi,Saya tidak tau (opsional Itu apa Nama saya ekatiwi,5,4/24/2024 6:35
Netflix,Moch Aldo,Kualitas vidio nyah bagus banget nonton pun enak kalo gini,5,4/24/2024 6:32
Netflix,Triana kinasih,Netflix the best,5,4/24/2024 6:29
Netflix,Rizqy Firdaus,"aplikasi yang sangat bagus, semua jenis film tersedia dengan lengkap dan selalu update, recommended pokoknya...",5,4/24/2024 6:24
Netflix,Putri Novita,Suka dgn apk netflix,5,4/24/2024 6:20
Netflix,Muhtar Donquixote,aplikasi yang sangat bagus,5,4/24/2024 6:11
Netflix,Mr Mubarok,Sangat kami rekomendasikan,5,4/24/2024 6:10
Netflix,Pepi Rawati,Saya sangat puas menggunakan aplikasi Netflix ini,5,4/24/2024 6:07
Netflix,Tarmanto,Semakin dekat dgn penyuka film.. Mantab,5,4/24/2024 6:03
Netflix,Rusmanto Tobat,Menjadi hiburan keluarga yang tepat. Disaat kebersamaan Netflix adalah teman dalam hiburan. Top banget,5,4/24/2024 5:34
Netflix,Marbun 01,Sangat Bagus sekali,5,4/24/2024 5:32
Netflix,El Mubarak hermawan,Aplikasi yg sangat bermanfaat buat saya,5,4/24/2024 5:12
Netflix,fransisca agustina,Keren² film nya,5,4/24/2024 5:01
Netflix,Khoirun Nisa,Mantap film2nya banyak.,5,4/24/2024 4:56
Netflix,maulana bovhin,Apk mantul bosqu...,5,4/24/2024 4:56
Netflix,Tadkhiyatul Karimah,Selalu memberikan film² yang terbaru dan mudah di akses,5,4/24/2024 4:54
Netflix,Geraldy Christian Saputra,Sangat membantu sebagai sarana untuk menonton,5,4/24/2024 4:52
Netflix,Vina Lailatul Mubarokah,"Aplikasi gak jelas , jelek , tidak ada respon sama sekali katanya bagi2 uang 45.000 di telegram . Tp saya Ndak dapat. Kedabusss",1,4/24/2024 4:50
Netflix,Avika Tita,"sangat bagus aplikasi ini ,saya sangat menyukai nya...🥰🥰🥰",5,4/24/2024 4:39
Netflix,Rolan Siahaan,Menyenangkan nonton di netflix,5,4/24/2024 4:31
Netflix,MU乙AN,"PAYAH LOGIN SETENGAH MATI NAK MAPOSS GAK BISA MASUK MASUK . PARAH BANGET NIH , SERVER BURUK! BUKAN AKUN GUA YANG BERMASALAH EMANG NETFLIXNYA YANG NAK MAMPOS UDAH VERIFIKASI KODE LEWAT EMAIL GAGAL , PAKE NO TELP GAGAL MAU RESET PASWORD PUN GAK BISA TERUS COBA BIKIN AKUN BARU PUN TAK BISA , BISANYA APA NJENGG!",1,4/24/2024 4:08
Netflix,Elak Anggraini,Cocok untuk menemani waktu luang,5,4/24/2024 3:55
Netflix,Diah Safitri,Aplikasinya bagus 👍👍👍,5,4/24/2024 3:51
Netflix,Anastasya Koyongian,"Aplikasi yg bgus,gmbarnya juga jernih",5,4/24/2024 3:46
Netflix,Siti Nur Ngazizah,Bagus bgt aplikasi ini sangat bagus buat nonton film yang kmu mau bnyak pilihan film yang bagus bagus 👍👍,5,4/24/2024 3:31
Netflix,Tajni Alfauzan,Aplikasinya bagus rekomendasi buat kalian,5,4/24/2024 3:27
Netflix,Rajest Achmad,Sangat membantu santai di waktu senggang tanpa kendala,5,4/24/2024 3:20
Netflix,Funky Chandra andromega putra,"Bagus banget aplikasinya,banyak pilihan nya dan keren banget👍👍👍",5,4/24/2024 3:14
Netflix,Ernawati Waty,"Aplikasinya keren ,sangat cepat dan bagus.banyak pilihanya",5,4/24/2024 3:12
Netflix,Pengguna Google,Cukup bagus 😉,5,4/24/2024 3:03
Netflix,Rina Sugiarti,Bagus film2 nya keren sya suka aplikasinya bagus good,5,4/24/2024 2:41
Netflix,Ainun putri,puass banget sm aplikasinya,5,4/24/2024 2:38
Netflix,Guz Haikal,"Masih harus update dan selalu muncul notif ""anda masih belum menyelesaikan pembayaran KartuHALO",1,4/24/2024 1:54
Netflix,Billa mlia,The video I downloaded suddenly disappeared,1,4/23/2024 16:26
Netflix,lintang Sektyono,Buat yang melakukan pembayaran dengan shoppe pay dan saldonya terpotong tapi belum bisa masuk atau nonton memang harus sabar nunggu 1-9 jam Diemail aja nanti ada balasan dari Netflix kalo sudah dikonfirmasi pembayaranya Dan seketika itu juga akun sudah bisa digunakan,4,4/23/2024 16:14
Netflix,Tia Azkiya,"Sudah bayar tp gk bisa log in,selalu kata sandi salah padahal udah bener.",1,4/23/2024 15:32
Netflix,resa marini,Banyak film yang bisa ditonton semua kalangan,5,4/23/2024 15:31
Netflix,Ariy Thegoy,bagus sayang paket aga mahal,4,4/23/2024 15:20
Netflix,jumadi56 raju,saya sangat suka sekali netflik inih,5,4/23/2024 13:23
Netflix,Vinasty Alam,"kenapaaa coba, mau buka apknya malah masih loading tulisan ""netfilx"" teruss udh 3hari gini teruss",2,4/23/2024 12:35
Netflix,Feby yolanda Aruan,Jujur aplikasi ini bisa mempermudah menonton film,5,4/23/2024 12:33
Netflix,Afaantuh Hhhh,"sejauh ini bagus tpi akun ku keluar trs,dan login bru bisa pake data seluler sedangkan aku pengguna wifi.Tolong dong diperbaiki lagi padahal filmny lengkap tapi pas mau nonton ke log out trs 😕",2,4/23/2024 12:03
Netflix,Reiji Ao,"Bagus sih tapi mahal masa 480p aja di suruh bayar loh bujet lah gausah ada 480p langsung aja 720p, 1080p , 1440p dan 2160p versi sultan mana harga dolar naik lagi sekarang!!!! Ah elah",5,4/23/2024 11:54
Netflix,Adi rochyat Daulay,Sangat baik dan sangat menghibur.,5,4/23/2024 11:15
Netflix,Ryh_nu,"Apk gajelas udah lama berlangganan malah dapet hal kek gini, pas skip skip videonya loadingnya itu lama banget harus keluar baru masuk filmnya dulu itu pun kualitas menurun habis itu kalau mau skip loading lama lagi",1,4/23/2024 10:19
Netflix,Kambin Ganas,Apk nya bagus tapi sayang nya berbayarr tapii tetap okeh lah buat nonton filmm😊😊😊,4,4/23/2024 6:39
Netflix,Nesya oliviya,loginnya susah bgt bjirr,1,4/23/2024 6:31
Netflix,Eka Putri,Padahal bayar tapi susah sekali,1,4/23/2024 4:05
Netflix,Rafheeey LA,Tolong dibaca ya. Saya sudah bayar masih blom bisa kebuka juga. Buruk sekali berarti ya sistem anda. Saldo sudah berkurang loh. Perlu di tuntut?,1,4/23/2024 4:04
Netflix,Pelloe F,"Wajib berlangganan, bukan free",1,4/22/2024 19:50
Netflix,Vaintz,Bug subtitle kadang tidak ada,1,4/22/2024 14:38
Netflix,Rio Marchel,Aplikasi bermasalah parah,1,4/22/2024 14:01
Netflix,Vincent Natanael,saya tidak suka dengan APK INI YANG SUKA NYEDOT SALDO SAYA SAYA TRAUMA DENGAN APK INI SAYA TIDAK SUKA !,1,4/22/2024 12:23
Netflix,someone,"jleg bgt anjinkkk, keluar sendiri trs",1,4/22/2024 12:12
Netflix,Amanda Bstrd,"Jelek!.... Nggak bisa buat akun , suruh ini suruh itu Tapi hasil nya tetap sama . Yang ingi instal mending pikir ² dulu.",1,4/22/2024 9:48
Netflix,sherin juniati,"Padahal udh aktif PIP nya, tapi tetep gaberfungsi . Gajelas bgt",1,4/22/2024 7:35
Netflix,Iqbal Sadiid M,Apk torlol masa sandi akun dah bener di bilang salah,1,4/22/2024 5:29
Netflix,Dicky Dwi,"Saya sudah masukan data pembayaran dengan benar, akan tetapi selalu muncul pesan yang buat saya sangat frustasi: maaf terjadi kesalahan, coba lagi nanti",1,4/22/2024 2:22
Netflix,fajar s,Padahal belum pencet berlangganan di netflix apk juga udah ku uninstal tpi dana masih terpotong,1,4/22/2024 1:10
Netflix,Onik Balikpapan,"Blm sebulan udah dah gak bisa di fungsikan,padahal aktif 1 bulan ,aneh Netflix,makan duit gak bemer",1,4/21/2024 17:12
Netflix,Dasuki Boy,Udh mahal ribet pula,1,4/21/2024 14:27
Netflix,ibrahim Rani,Adu terbeli paket otomatis,1,4/21/2024 13:46
Netflix,Saddam Husein,Kebanyakan film tak suara asli...film lain bahasanya lain....tak enak di tonton jadinya...,1,4/21/2024 13:27
Netflix,Hanifah Anggreanti29,sayamah ngincernya gta san andreas nya kasih bintang 4 dulu kalo bagus baru bintang 5,4,4/21/2024 10:01
Netflix,Ade Mursyid,"Apaan sih,mahal doang,filmnya kagak update.menyesal sudah memperpanjang pembayaran.",1,4/21/2024 9:00
Netflix,Lintang Setiawan,"sekarang gabisa nntn di proyektor android selalu muncul devices anda tidak support pdhl kemarin"" bisa aj, jelek bnget hapus aj netflix ini",1,4/21/2024 8:23
Netflix,Rohman aja,Film DC legend of tomorrow gk ada subtitle Indonesia mohon di perbaiki....,4,4/21/2024 7:49
Netflix,Brayen Bagaskara,Hari ini netflix trouble???,3,4/21/2024 4:59
Netflix,Derry Mon,Gak bisa dibuka,1,4/21/2024 2:28
Netflix,Wanti Takinul,Saya tidak bisa masuk padahal saya sudah memasukkan akun saya,1,4/21/2024 1:08
Netflix,auuurel_eskopi,"jelekk bgtt anjirr nyesel gue download ga bisa di buka cuiii, mending juga viu!😡",1,4/20/2024 16:02
Netflix,Mahou Gaming (MahoG),Saya melakukan pembayaran dengan menggunakan shopeepay.. Danasudah terpotong tapi masih tidak bisa akses film dan selalu munculnotifikasi bahwa pembayaran sedang di konfirmasi.. Bagaimana ininetflix.. Susah sekali untuk berlangganan..,1,4/20/2024 15:22
Netflix,Yandi Setiawan,Knp kalau nonton film yg biasa ga bisa suruh creat akun terus? Tp klo yg kids bisa,3,4/20/2024 12:18
Netflix,Zefahans pardomuan Sihombing,Tolong ini pengen mau bayar lagi kok gak bisa ya,2,4/20/2024 12:14
Netflix,Efi herawati,Aplikasi gk jelas susah login,1,4/20/2024 10:22
Netflix,Daffa Arif,"sayang banget disini kualitas vidio tergantung harga, beda sama aplikasi aplikasi lain yang emang bisa diubah kualitas vidionya",1,4/20/2024 8:39
Netflix,Amelia Fernandez,Uda byar tp ga bs ditonton pdhal byar ontime,2,4/20/2024 5:59
Netflix,ariss,"Aneh,mau langganan aj susah kocakk",1,4/20/2024 5:49
Netflix,Salma Hafidzah aal,"Buruk sekali, tidak bisa login ataupun daftar buat akun, selalu ditolak",1,4/20/2024 4:44
Netflix,Kadarinah Kalingga,Aku gak bisa daftar 😭,1,4/20/2024 4:35
Netflix,Antok Andrian,Daftar nya susah🙃,1,4/20/2024 3:04
Netflix,Magdha lena,"Saya sudah berhenti ber pelanggan bulan lalu, saya kira sudah tidak perlu membayar lagi, ternyata saldo saya masih terpotong, dan saya coba untuk masuk lagi,saldo saya terpotong lagi, jadi 2× saldo saya terpotong Saya email tidak ada respon sama sekali",1,4/20/2024 2:59
Netflix,R'beram De araujo,luar biasa 🥰🥰🥰,5,4/20/2024 2:46
Netflix,Nur Auliya Rahmadhini,Download Netflix cma gara gara Queen Of Tears🤣🤣ANAK MAMI PAPI NGUMPULLL🤣🤣,5,4/19/2024 19:11
Netflix,Shafira Khumaira,Ini aplikasi ajg udah masukin kata sandi email malah keluar terus bngst Tlol dasar aplikasi gembel,1,4/19/2024 18:50
Netflix,Nopik Raharjo,"Netflix error' tidak kontitabel di perangkat anda,, bagaimana mengatasinya ?",5,4/19/2024 17:35
Netflix,optimus prime,buruk sekali. .sudah langganan tp gk bisa di tonton lewat tv padahal masa berlangganan belum habis kemaren2 bisa di tonton lewat tv,1,4/19/2024 11:14
Netflix,Sakina Akina,Ga bisa login,1,4/19/2024 10:16
Netflix,Grondill Ucet,Aneh banget gabisa di hapus apknya,1,4/19/2024 8:19
Netflix,MPOS SAKERA MADURA,Nyesel langganan. Ternyata filemnya gk sampai selesai,1,4/19/2024 6:32
Netflix,Dimas Ramdani,Buat aku aja dipersulit gmn mau langganan,1,4/19/2024 0:45
Netflix,Fathur,"so bad, waktu login di hp muncul loading mulu ga berhenti² giliran login di TV bisa, giliran login di laptop jg bisa, ini emang netflix nya apa hape nya/sinyal",1,4/18/2024 21:07
Netflix,Edi Romansyah,Sudah daftar tapi masih gak bisa nonton film 🖕,1,4/18/2024 15:55
Netflix,Muhammad Barqi alghifari,Ko ga bisa masuk udah daftar tapi tetep ga bisa ?!,1,4/18/2024 15:45
Netflix,Ayy Maspuroh,Wifi bagus.. Tapi pas buka vidio nya diah diam kaya ngelag gitu trus cuma suara nya aja jalan tapi gm barunya gk jaln diem aja. Kenapa yah padahal aku suka nntn di sini 😢😢,4,4/18/2024 11:33
Netflix,Keysa Hanung,"Mana ini, saya coba masuk gak bisa bisa. Aneh!",1,4/18/2024 10:31
Netflix,An Xieno,"Maap kasih bintang 2, soalny akunku gabisa daftar disini harus ulang ulang trus, dan ujung ujungy ttp g bisa, pdahal pengen nonton RoR :))",2,4/18/2024 9:02
Netflix,elvaretta,tampilan sangat bagus dan lancar,5,4/18/2024 1:06
Netflix,Etika Primayeni,Aku kasih 5 bintang keren,5,4/18/2024 0:21
Netflix,Reiki Alhasdy,"Menurutku proses pendaftaran banyak tingkah, sudah berhasil masuk dengan email dengan kode verifikasi, dan di suruh masukan nomor, sudah juga tapin kode verifikasi tidak terkirim by sms.. Somplak gak pantas produk US masuk indo gak cocok.",1,4/17/2024 13:02
Netflix,Rindy Adiarni,Aplikasinya bagus banget,5,4/17/2024 8:38
Netflix,Ahmad Rifai,Nambahin payment method aja ga bisa aplikasi ga guna jadi satu aja si pembayaran sama google play,1,4/17/2024 7:50
Netflix,Dedy Pradestya,"Saya langganan netflix tapi sekarang muncul pesan ""netflix tidak tersedia lagi di perangkat ini"" dan sekarang netflix di perangkat saya tak bisa ditonton. Percuma dong saya langganan. Terus biaya langganan saya bagaimana ? Apa bisa kembali ? Masak saya harus beli perangkat baru untuk nonton netflix ? Saya Rugi lach kalau regulasinya kayak gini. Ini harus ada solusi bagi pelanggan-pelanggan resmi seperti saya. Saya berlangganan bayar, ndak gratisan.",1,4/17/2024 7:27
Netflix,I1 04 Fikri Zuharyan,"saya sudah melakukan pembayaran dana sudah terpotong tapi di suruh perbarui metode pembayaran terus, film nya tetap gak bisa di akses",1,4/17/2024 7:11
Netflix,Candra Candra,Bagus udah itu aja terimakasih,5,4/17/2024 6:30
Netflix,Rang Tanjuang,"aplikasi tidak berguna, masa iya harus langganan dulu,baru bisa gunain apk gk berguna ini",3,4/17/2024 4:03
Netflix,Sultan Sul,Netflix ga lengkap 😡,1,4/16/2024 17:25
Netflix,Siti Fatmawati,Knp GK bisa login sih udah bolak balik ganti akun Gmail tapi GK bisa login aplikasi aneh ngabisin Kouta aja,1,4/16/2024 16:29
Netflix,Kayla Karimah,Bagus bener dah,4,4/16/2024 10:46
Netflix,galih wiguna,Film nya sangat lengkap,5,4/16/2024 9:53
Netflix,Anandya Vivian,"Aplikasi nya bagus, cuma kadang kalau lagi nonton suka tiba² loading dan grafik video nya jadi menurun. Semua sudah bagus, cuma msih ada beberapa hal yg hrus diperbaiki yaa developer..",4,4/16/2024 9:33
Netflix,MyTube Chanel,Cara pembayarannya susah.,1,4/16/2024 9:13
